t_h,T_plate_C,T_heater_C,mdot_kgs,T_gas_out_C
2.942346158371573139e+01,2.650422502003052614e+02,3.560550748247632100e+02,4.861099834403284636e-01,7.876012329765364939e+01
2.944346393693375674e+01,2.650866759485220427e+02,3.561040558448446518e+02,4.861413178839465443e-01,7.877442177929890477e+01
2.946346629015178209e+01,2.651311073198892245e+02,3.561530378185414065e+02,4.861726562936944940e-01,7.878872207076204859e+01
2.948346864336980744e+01,2.651755442939796694e+02,3.562020207249235000e+02,4.862039986551647264e-01,7.880302416546857103e+01
2.950347099658783279e+01,2.652199868503722655e+02,3.562510045430752825e+02,4.862353449539536521e-01,7.881732805684589493e+01
2.952347334980585813e+01,2.652644349686522673e+02,3.562999892520954290e+02,4.862666951756624001e-01,7.883163373832354637e+01
2.954347570302388348e+01,2.653088886284107275e+02,3.563489748310968253e+02,4.862980493058960962e-01,7.884594120333281353e+01
2.956347805624191238e+01,2.653533478092449513e+02,3.563979612592065678e+02,4.863294073302642517e-01,7.886025044530708783e+01
2.958348040945993773e+01,2.653978124907582696e+02,3.564469485155659640e+02,4.863607692343806521e-01,7.887456145768169335e+01
2.960348276267796308e+01,2.654422826525599248e+02,3.564959365793304187e+02,4.863921350038632463e-01,7.888887423389383002e+01
2.962348511589598843e+01,2.654867582742655259e+02,3.565449254296696608e+02,4.864235046243344796e-01,7.890318876738280096e+01
2.964348746911401378e+01,2.655312393354964797e+02,3.565939150457675169e+02,4.864548780814209605e-01,7.891750505158967144e+01
2.966348982233203913e+01,2.655757258158804461e+02,3.566429054068220239e+02,4.864862553607535167e-01,7.893182307995755309e+01
2.968349217555006447e+01,2.656202176950508829e+02,3.566918964920452026e+02,4.865176364479673055e-01,7.894614284593154707e+01
2.970349452876808982e+01,2.656647149526473868e+02,3.567408882806631709e+02,4.865490213287015919e-01,7.896046434295857352e+01
2.972349688198611517e+01,2.657092175683156938e+02,3.567898807519162574e+02,4.865804099886001377e-01,7.897478756448754211e+01
2.974349923520414052e+01,2.657537255217074517e+02,3.568388738850587742e+02,4.866118024133107567e-01,7.898911250396940886e+01
2.976350158842216587e+01,2.657982387924802197e+02,3.568878676593590171e+02,4.866431985884855371e-01,7.900343915485689195e+01
2.978350394164019477e+01,2.658427573602978100e+02,3.569368620540993788e+02,4.866745984997808971e-01,7.901776751060469905e+01
2.980350629485822012e+01,2.658872812048298329e+02,3.569858570485763494e+02,4.867060021328573627e-01,7.903209756466958424e+01
2.982350864807624546e+01,2.659318103057519238e+02,3.570348526221001748e+02,4.867374094733797896e-01,7.904642931051006371e+01
2.984351100129427081e+01,2.659763446427457438e+02,3.570838487539953121e+02,4.867688205070170859e-01,7.906076274158664319e+01
2.986351335451229616e+01,2.660208841954989794e+02,3.571328454236000880e+02,4.868002352194426008e-01,7.907509785136181790e+01
2.988351570773032151e+01,2.660654289437052284e+02,3.571818426102666990e+02,4.868316535963338465e-01,7.908943463329995893e+01
2.990351806094834686e+01,2.661099788670641146e+02,3.572308402933612115e+02,4.868630756233724433e-01,7.910377308086725634e+01
2.992352041416637221e+01,2.661545339452810595e+02,3.572798384522637889e+02,4.868945012862442301e-01,7.911811318753200339e+01
2.994352276738439755e+01,2.661990941580676235e+02,3.573288370663683509e+02,4.869259305706392649e-01,7.913245494676431235e+01
2.996352512060242290e+01,2.662436594851412792e+02,3.573778361150826868e+02,4.869573634622519354e-01,7.914679835203617131e+01
2.998352747382044825e+01,2.662882299062254106e+02,3.574268355778283421e+02,4.869887999467806816e-01,7.916114339682155787e+01
3.000352982703847360e+01,2.663328054010493133e+02,3.574758354340408459e+02,4.870202400099281070e-01,7.917549007459632548e+01
3.002353218025650250e+01,2.663773859493481950e+02,3.575248356631694833e+02,4.870516836374009784e-01,7.918983837883820343e+01
3.004353453347452785e+01,2.664219715308632885e+02,3.575738362446772953e+02,4.870831308149104477e-01,7.920418830302691049e+01
3.006353688669255320e+01,2.664665621253417385e+02,3.576228371580411931e+02,4.871145815281716640e-01,7.921853984064409815e+01
3.008353923991057854e+01,2.665111577125364875e+02,3.576718383827517300e+02,4.871460357629039395e-01,7.923289298517306634e+01
3.010354159312860389e+01,2.665557582722066172e+02,3.577208398983131019e+02,4.871774935048309163e-01,7.924724773009938872e+01
3.012354394634662924e+01,2.666003637841167802e+02,3.577698416842434881e+02,4.872089547396802334e-01,7.926160406891028742e+01
3.014354629956465459e+01,2.666449742280377677e+02,3.578188437200745966e+02,4.872404194531836930e-01,7.927596199509486041e+01
3.016354865278267994e+01,2.666895895837461694e+02,3.578678459853518916e+02,4.872718876310773717e-01,7.929032150214430885e+01
3.018355100600070529e+01,2.667342098310244864e+02,3.579168484596344797e+02,4.873033592591013430e-01,7.930468258355148237e+01
3.020355335921873063e+01,2.667788349496611318e+02,3.579658511224949962e+02,4.873348343230000101e-01,7.931904523281139063e+01
3.022355571243675598e+01,2.668234649194503163e+02,3.580148539535198324e+02,4.873663128085217733e-01,7.933340944342063494e+01
3.024355806565478133e+01,2.668680997201921627e+02,3.580638569323090223e+02,4.873966215942318603e-01,7.934857653498784202e+01
3.026356041887281023e+01,2.669126893608396358e+02,3.581128600384761285e+02,4.874251816216650934e-01,7.936490187587031642e+01
3.028356277209083558e+01,2.669571623706891614e+02,3.581618609035789405e+02,4.874536669461237981e-01,7.938118451540987053e+01
3.030356512530886093e+01,2.670015230734145462e+02,3.582108539838530987e+02,4.874820803369562805e-01,7.939742603660766918e+01
3.032356747852688628e+01,2.670457754657276155e+02,3.582598343700190071e+02,4.875104243540888116e-01,7.941362790275604766e+01
3.034356983174491162e+01,2.670899232486232222e+02,3.583087977226011844e+02,4.875387013680388404e-01,7.942979146887836350e+01
3.036357218496293697e+01,2.671339698555208315e+02,3.583577402137301533e+02,4.875669135779394092e-01,7.944591799203209348e+01
3.038357453818096232e+01,2.671779184776114562e+02,3.584066584747794195e+02,4.875950630277742781e-01,7.946200864058914703e+01
3.040357689139898767e+01,2.672217720866896116e+02,3.584555495492552382e+02,4.876231516210020600e-01,7.947806450259503208e+01
3.042357924461701302e+01,2.672655334557204014e+02,3.585044108504143878e+02,4.876511811337294056e-01,7.949408659329895954e+01
3.044358159783503837e+01,2.673092051773678577e+02,3.585532401231376980e+02,4.876791532265786766e-01,7.951007586193776433e+01
3.046358395105306371e+01,2.673527896806881472e+02,3.586020354096343681e+02,4.877070694553802266e-01,7.952603319784725500e+01
3.048358630427108906e+01,2.673962892461701131e+02,3.586507950185941809e+02,4.877349312808055837e-01,7.954195943596937468e+01
3.050358865748911796e+01,2.674397060192891331e+02,3.586995174974424572e+02,4.877627400770491728e-01,7.955785536181429052e+01
3.052359101070714331e+01,2.674830420227214063e+02,3.587482016073884097e+02,4.877904971396516132e-01,7.957372171593249277e+01
3.054359336392516866e+01,2.675262991673532724e+02,3.587968463009871130e+02,4.878182036925511333e-01,7.958955919794539113e+01
3.056359571714319401e+01,2.675694792622052773e+02,3.588454507019625908e+02,4.878458608944400976e-01,7.960536847017903028e+01
3.058359807036121936e+01,2.676125840233796680e+02,3.588940140870676032e+02,4.878734698444959772e-01,7.962115016093974873e+01
3.060360042357924470e+01,2.676556150821282927e+02,3.589425358697747015e+02,4.879010315875487724e-01,7.963690486746804709e+01
3.062360277679727005e+01,2.676985739921294680e+02,3.589910155856160827e+02,4.879285471187421175e-01,7.965263315860306648e+01
3.064360513001529540e+01,2.677414622360516887e+02,3.590394528790062623e+02,4.879560173877372509e-01,7.966833557718535985e+01
3.066360748323332075e+01,2.677842812314762568e+02,3.590878474913998843e+02,4.879834433025064810e-01,7.968401264222552527e+01
3.068360983645134610e+01,2.678270323362423824e+02,3.591361992506498382e+02,4.880108257327569476e-01,7.969966485086132479e+01
3.070361218966937145e+01,2.678697168532726209e+02,3.591845080614463086e+02,4.880381655130210383e-01,7.971529268012398006e+01
3.072361454288739679e+01,2.679123360349296945e+02,3.592327738967276218e+02,4.880654634454473784e-01,7.973089658853365336e+01
3.074361689610542570e+01,2.679548910869527845e+02,3.592809967899657977e+02,4.880927203023216476e-01,7.974647701754048512e+01
3.076361924932345104e+01,2.679973831720139970e+02,3.593291768282381327e+02,4.881199368283447582e-01,7.976203439282670615e+01
3.078362160254147639e+01,2.680398134129335403e+02,3.593773141460075067e+02,4.881471137426922069e-01,7.977756912548380797e+01
3.080362395575950174e+01,2.680821828955871524e+02,3.594254089195381994e+02,4.881742517408763082e-01,7.979308161307710634e+01
3.082362630897752709e+01,2.681244926715371548e+02,3.594734613618850290e+02,4.882013514964311796e-01,7.980857224060883937e+01
3.084362866219555244e+01,2.681667437604135102e+02,3.595214717183972652e+02,4.882284136624381321e-01,7.982404138139014549e+01
3.086363101541357779e+01,2.682089371520711438e+02,3.595694402626853616e+02,4.882554388729073436e-01,7.983948939783061860e+01
3.088363336863160313e+01,2.682510738085446746e+02,3.596173672930046905e+02,4.882824277440297456e-01,7.985491664215436458e+01
3.090363572184962848e+01,2.682931546658211346e+02,3.596652531290137631e+02,4.883093808753126708e-01,7.987032345704881209e+01
3.092363807506765383e+01,2.683351806354486371e+02,3.597130981088689623e+02,4.883362988506100844e-01,7.988571017625355353e+01
3.094364042828567918e+01,2.683771526059973667e+02,3.597609025866223647e+02,4.883631822390584465e-01,7.990107712509563953e+01
3.096364278150370808e+01,2.684190714443877823e+02,3.598086669298918423e+02,4.883900315959273652e-01,7.991642462097547650e+01
3.098364513472173343e+01,2.684609379970983127e+02,3.598563915177760464e+02,4.884168474633931445e-01,7.993175297380918209e+01
3.100364748793975878e+01,2.685027530912658449e+02,3.599040767389889197e+02,4.884436303712436089e-01,7.994706248643149138e+01
3.102364984115778412e+01,2.685445175356877598e+02,3.599517229901928204e+02,4.884703808375202017e-01,7.996235345496262426e+01
3.104365219437580947e+01,2.685862321217372255e+02,3.599993306745086556e+02,4.884970993691037378e-01,7.997762616914332057e+01
3.106365454759383482e+01,2.686278976241989085e+02,3.600469002001860872e+02,4.885237864622501980e-01,7.999288091264088507e+01
3.108365690081186017e+01,2.686695148020332908e+02,3.600944319794174362e+02,4.885504426030798375e-01,8.000811796332902759e+01
3.110365925402988552e+01,2.687110843990768672e+02,3.601419264272802820e+02,4.885770682680261046e-01,8.002333759354422682e+01
3.112366160724791087e+01,2.687526071446837932e+02,3.601893839607961354e+02,4.886036639242462010e-01,8.003854007032055051e+01
3.114366396046593621e+01,2.687940837543160342e+02,3.602368049980927935e+02,4.886302300299993351e-01,8.005372565560588782e+01
3.116366631368396156e+01,2.688355149300853100e+02,3.602841899576609421e+02,4.886567670349937775e-01,8.006889460646021917e+01
3.118366866690198691e+01,2.688769013612532035e+02,3.603315392576938621e+02,4.886832753807071605e-01,8.008404717523882255e+01
3.120367102012001581e+01,2.689182437246918198e+02,3.603788533155028517e+02,4.887097555006815752e-01,8.009918360976087115e+01
3.122367337333804116e+01,2.689595426853104527e+02,3.604261325470005204e+02,4.887362078207968530e-01,8.011430415346563905e+01
3.124367572655606651e+01,2.690007988964501919e+02,3.604733773662444491e+02,4.887626327595233078e-01,8.012940904555705401e+01
3.126367807977409186e+01,2.690420130002503356e+02,3.605205881850351943e+02,4.887890307281562707e-01,8.014449852113779116e+01
3.128368043299211720e+01,2.690831856279888825e+02,3.605677654125636309e+02,4.888154021310345265e-01,8.015957281133381684e+01
3.130368278621014255e+01,2.691243174003999457e+02,3.606149094551018379e+02,4.888417473657433177e-01,8.017463214341097455e+01
3.132368513942816790e+01,2.691654089279697928e+02,3.606620207157332061e+02,4.888680668233040261e-01,8.018967674088287367e+01
3.134368749264619325e+01,2.692064608112136739e+02,3.607090995941177880e+02,4.888943608883515868e-01,8.020470682361269610e+01
3.136368984586421860e+01,2.692474736409357092e+02,3.607561464862894809e+02,4.889206299393007993e-01,8.021972260790795417e+01
3.138369219908224395e+01,2.692884479984725203e+02,3.608031617844809489e+02,4.889468743485025359e-01,8.023472430661007593e+01
3.140369455230026929e+01,2.693293844559229910e+02,3.608501458769742385e+02,4.889730944823907910e-01,8.024971212917813546e+01
3.142369690551829464e+01,2.693702835763647272e+02,3.608970991479739041e+02,4.889992907016212920e-01,8.026468628176849052e+01
3.144369925873632354e+01,2.694111459140584657e+02,3.609440219775003698e+02,4.890254633612026169e-01,8.027964696730930427e+01
3.146370161195434889e+01,2.694519720146424788e+02,3.609909147413013670e+02,4.890516128106204841e-01,8.029459438557188378e+01
3.148370396517237424e+01,2.694927624153161787e+02,3.610377778107796303e+02,4.890777393939554907e-01,8.030952873323781205e+01
3.150370631839039959e+01,2.695335176450155359e+02,3.610846115529348026e+02,4.891038434499954124e-01,8.032445020396340851e+01
3.152370867160842494e+01,2.695742382245798581e+02,3.611314163303184159e+02,4.891299253123420621e-01,8.033935898844038093e+01
3.154371102482645028e+01,2.696149246669110653e+02,3.611781925010004670e+02,4.891559853095133192e-01,8.035425527445448779e+01
3.156371337804447563e+01,2.696555774771262577e+02,3.612249404185457706e+02,4.891820237650407743e-01,8.036913924694130174e+01
3.158371573126250098e+01,2.696961971527040305e+02,3.612716604319998623e+02,4.892080409975635424e-01,8.038401108803964235e+01
3.160371808448052633e+01,2.697367841836246498e+02,3.613183528858825184e+02,4.892340373209178583e-01,8.039887097714313313e+01
3.162372043769855168e+01,2.697773390525051127e+02,3.613650181201888927e+02,4.892600130442240070e-01,8.041371909094942794e+01
3.164372279091657703e+01,2.698178622347294322e+02,3.614116564703969061e+02,4.892859684719691460e-01,8.042855560350812993e+01
3.166372514413460237e+01,2.698583541985740339e+02,3.614582682674798662e+02,4.893119039040882967e-01,8.044338068626649374e+01
3.168372749735263127e+01,2.698988154053292874e+02,3.615048538379244292e+02,4.893378196360415044e-01,8.045819450811393381e+01
3.170372985057065662e+01,2.699392463094166033e+02,3.615514135037528831e+02,4.893637159588895558e-01,8.047299723542522543e+01
3.172373220378868197e+01,2.699796473585025751e+02,3.615979475825492955e+02,4.893895931593664206e-01,8.048778903210177305e+01
3.174373455700670732e+01,2.700200189936094830e+02,3.616444563874886171e+02,4.894154515199505284e-01,8.050257005961248069e+01
3.176373691022473267e+01,2.700603616492222727e+02,3.616909402273694241e+02,4.894412913189330472e-01,8.051734047703268971e+01
3.178373926344275802e+01,2.701006757533932614e+02,3.617373994066485920e+02,4.894671128304848295e-01,8.053210044108277543e+01
3.180374161666078336e+01,2.701409617278435462e+02,3.617838342254784720e+02,4.894929163247218051e-01,8.054685010616492491e+01
3.182374396987880871e+01,2.701812199880620255e+02,3.618302449797462259e+02,4.895187020677679302e-01,8.056158962439957349e+01
3.184374632309683406e+01,2.702214509434022602e+02,3.618766319611140716e+02,4.895444703218174709e-01,8.057631914566098885e+01
3.186374867631485941e+01,2.702616549971766062e+02,3.619229954570616883e+02,4.895702213451952889e-01,8.059103881761154753e+01
3.188375102953288476e+01,2.703018325467481873e+02,3.619693357509293037e+02,4.895959553924157381e-01,8.060574878573538626e+01
3.190375338275091366e+01,2.703419839836212759e+02,3.620156531219622593e+02,4.896216727142404523e-01,8.062044919337165538e+01
3.192375573596893901e+01,2.703821096935292871e+02,3.620619478453555757e+02,4.896473735577348552e-01,8.063514018174669218e+01
3.194375808918696436e+01,2.704222100565212941e+02,3.621082201922999957e+02,4.896730581663233939e-01,8.064982189000556900e+01
3.196376044240498970e+01,2.704622854470463835e+02,3.621544704300280273e+02,4.896987267798438292e-01,8.066449445524318662e+01
